corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,relation
cnc,train_02_67,2688,0,cnc_train_02_67_2688_0,"NALGONDA : The divisional level meeting convened to distribute pattas to beneficiaries under the fifth phase of the land distribution programme in Bhongir on Thursday was marred by protests , as Minister for Information Technology Komatireddy Venkat Reddy distributed pattas .","['NALGONDA : <ARG1>The divisional level meeting convened to distribute pattas to beneficiaries under the fifth phase of the land distribution programme in Bhongir on Thursday was marred</ARG1> <SIG0>by</SIG0> <ARG0>protests</ARG0> , as Minister for Information Technology Komatireddy Venkat Reddy distributed pattas .', 'NALGONDA : <ARG1>The divisional level meeting convened</ARG1> <ARG0><SIG0>to</SIG0> distribute pattas to beneficiaries</ARG0> under the fifth phase of the land distribution programme in Bhongir on Thursday was marred by protests , as Minister for Information Technology Komatireddy Venkat Reddy distributed pattas .', 'NALGONDA : The divisional level meeting convened <ARG1>to distribute pattas to beneficiaries</ARG1> <SIG0>under</SIG0> <ARG0>the fifth phase of the land distribution programme</ARG0> in Bhongir on Thursday was marred by protests , as Minister for Information Technology Komatireddy Venkat Reddy distributed pattas .']",3,cause
AFPNEWS,train94,95,0,enable_our_data_0_095,"Born in 1927, he enlisted in the military at 17, several months before the end of World War II, and five years later found himself serving in the Marines in the Korean War.","[""Born in 1927, he enlisted in the <ARG0>military</ARG0> at 17, several months before the end of World War II, and five years later found himself serving in the <ARG1>Marines</ARG1> in the Korean War.""]",1,enable
cnc,train_02_34,2285,0,cnc_train_02_34_2285_0,The journalist was detained in August for fighting forced demolition in his village,['<ARG1>The journalist was detained in August</ARG1> <SIG0>for</SIG0> <ARG0>fighting forced demolition in his village</ARG0>'],1,cause
cnc,train_05_138,481,0,cnc_train_05_138_481_0,NLC strike to go on despite MK appeal 26th October 2010 06:13 PM CHENNAI : The 36 - day strike by contract workers of Neyveli Lignite Corp ( NLC ) is set to continue despite the request to resume work by Tamil Nadu Chief Minister M. Karunanidhi Tuesday .,[],0,0
cnc,train_06_129,460,0,cnc_train_06_129_460_0,Placard at a protest outside the Zimbabwe consulate in Johannesburg against the `` deafening silence '' of South Africa over the situation in Zimbabwe .,"[""<ARG1>Placard at a protest outside the Zimbabwe consulate in Johannesburg</ARG1> <ARG0>against the `` deafening silence '' of South Africa over the situation in Zimbabwe</ARG0> ."", ""Placard at a protest outside the Zimbabwe consulate in Johannesburg against <ARG1>the `` deafening silence '' of South Africa</ARG1> <SIG0>over</SIG0> <ARG0>the situation in Zimbabwe</ARG0> .""]",2,cause
GPT3,train1145,1146,0,intend_GPT_0_01146,"The government has passed a law to increase the minimum wage, in an effort to reduce poverty and improve living standards.","[""The government has passed a law to <ARG0>increase</ARG0> the minimum wage, in an effort to <ARG1>reduce</ARG1> poverty and improve living standards.""]",1,intend
GPT3,train214,215,0,enable_GPT_0_0215,The government has implemented a new policy to reduce poverty and inequality in the country.,"[""The government has implemented a new <ARG0>policy</ARG0> to <ARG1>reduce</ARG1> poverty and inequality in the country.""]",1,enable
NEWS,train38,39,0,0_our_data_0_039,"The Americans say their battle planscall for operating against forces inside Iraq as far north asthe city of Basra, about 30 miles north of Kuwait, but saythere is n't  any plan to drive beyond that.   ",[],0,0
cnc,train_01_230,3249,0,cnc_train_01_230_3249_0,"ANDHRA PRADESH Work in banks , insurance firms hit August 21 , 2008 00:00 IST Back to old days : A horse-drawn cart comes in handy for passengers as autos went off the road during the general strike in Kurnool on Wednesday .",[],0,0
GPT3,train341,342,0,enable_GPT_0_0342,The European Union has introduced a new program to provide free healthcare for low-income families.,"[""The European Union has introduced a new <ARG0>program</ARG0> to <ARG1>provide</ARG1> free healthcare for low-income families.""]",1,enable
cnc,train_07_61,3205,0,cnc_train_07_61_3205_0,G4S had dismissed 330 staff affiliated to the Police and Prisons Civil Rights Union after they refused to return to work at the prison following a strike .,"['<ARG1>G4S had dismissed 330 staff affiliated to the Police and Prisons Civil Rights Union</ARG1> after <ARG0>they refused to return to work at the prison</ARG0> following a strike .', 'G4S had dismissed 330 staff affiliated to the Police and Prisons Civil Rights Union after <ARG1>they refused to return to work at the prison</ARG1> <SIG0>following</SIG0> <ARG0>a strike</ARG0> .']",2,cause
GPT3,train1300,1301,0,intend_GPT_0_01301,The government passed a law to increase funding for public education and improve educational outcomes.,"[""The government <ARG0>passed</ARG0> a law to <ARG1>increase</ARG1> funding for public education and improve educational outcomes.""]",1,intend
GPT3,train618,619,0,prevent_GPT_0_0619,The government has implemented a series of measures to prevent the spread of cybercrime.,"[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the spread of <ARG1>Cybercrime</ARG1>.""]",1,prevent
cnc,train_04_17,3306,0,cnc_train_04_17_3306_0,"However , his attempt was foiled by another worker and the police present on the spot .",[],0,0
GPT3,train1183,1184,0,intend_GPT_0_01184,The government passed a law to provide tax incentives to businesses that invest in research and development in order to promote innovation and economic growth.,"[""The government <ARG0>passed</ARG0> a law to provide tax incentives to businesses that invest in research and development in order to <ARG1>promote</ARG1> innovation and economic growth.""]",1,intend
GPT3,train1209,1210,0,intend_GPT_0_01210,"The government is introducing a new law to protect the rights of women, in an effort to ensure equal access to education and employment opportunities.","[""The government is <ARG0>introducing</ARG0> a new law to protect the rights of women, in an effort to <ARG1>ensure</ARG1> equal access to education and employment opportunities.""]",1,intend
cnc,train_06_287,2447,0,cnc_train_06_287_2447_0,It finally ended up in clashes between two communities .,[],0,0
cnc,train_01_73,2171,0,cnc_train_01_73_2171_0,"Madhi was produced before the ' Kangaroo Court ' and killed by the ultra for acting as a police informer , villagers alleged .","[""<ARG1>Madhi was produced before the ' Kangaroo Court ' and killed by the ultra</ARG1> <SIG0>for</SIG0> <ARG0>acting as a police informer</ARG0> , villagers alleged .""]",1,cause
cnc,train_05_159,1621,0,cnc_train_05_159_1621_0,"In all , three persons who included two MRPS workers died in the incident due to burns .","['In all , <ARG1>three persons who included two MRPS workers died</ARG1> in the incident <SIG0>due to</SIG0> <ARG0>burns</ARG0> .', 'In all , <ARG1>three persons who included two MRPS workers died</ARG1> in <ARG0>the incident</ARG0> due to burns .']",2,cause
GPT3,train775,776,0,prevent_GPT_0_0776,The government has implemented a series of laws to prevent the exploitation of indigenous peoples.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to prevent the <ARG1>exploitation</ARG1> of indigenous peoples.""]",1,prevent
GPT3,train274,275,0,enable_GPT_0_0275,The European Union has passed a new set of regulations to protect the environment from the effects of climate change.,"[""The European Union has passed a new set of <ARG0>regulations</ARG0> to <ARG1>protect</ARG1> the environment from the effects of climate change.""]",1,enable
cnc,train_01_38,1827,0,cnc_train_01_38_1827_0,"A protest march jointly organised by the Vishwa Hindu Parishad and Hindu Aikya Vedi entered into a scuffle with the police near the State Central Library even as Blessing led , his supporters claimed , ` ` a packed prayer meeting ’ ’ at the Chandrasekharan Nair Stadium .",[],0,0
cnc,train_08_137,2363,0,cnc_train_08_137_2363_0,Legislative Council paralysed for 2nd day,[],0,0
cnc,train_02_26,72,0,cnc_train_02_26_72_0,The clashes erupted after a youth belonging to a minority Muslim sect was allegedly severely injured in a thrashing by a youth from the majority sect following an altercation .,"['<ARG1>The clashes erupted</ARG1> after <ARG0>a youth belonging to a minority Muslim sect was allegedly severely injured in a thrashing by a youth from the majority sect</ARG0> following an altercation .', 'The clashes erupted after <ARG1>a youth belonging to a minority Muslim sect was allegedly severely injured in a thrashing by a youth from the majority sect</ARG1> <SIG0>following</SIG0> <ARG0>an altercation</ARG0> .']",2,cause
cnc,train_05_281,2951,0,cnc_train_05_281_2951_0,"Broken glass , rocks , a broken traffic light and other debris were scattered on Albertina Sisulu Road during the protests .","['<ARG1>Broken glass , rocks , a broken traffic light and other debris were scattered on Albertina Sisulu Road</ARG1> during <ARG0>the protests</ARG0> .']",1,cause
GPT3,train1397,1398,0,intend_GPT_0_01398,"The government passed a law to increase access to technology, in an effort to reduce the digital divide and promote economic growth.","[""The government <ARG0>passed</ARG0> a law to increase access to technology, in an effort to <ARG1>reduce</ARG1> the digital divide and promote economic growth.""]",1,intend
cnc,train_03_318,1534,0,cnc_train_03_318_1534_0,"It was just a handful of aspirants who raised slogans but the police chased us out of the stadium beating us mercilessly , ’ ’ complained J Srinivas , an unemployed youth who attended the mela .",[],0,0
cnc,train_03_14,1558,0,cnc_train_03_14_1558_0,"“ The textbooks and syllabus try to sidestep so-called embarrassing issues like June 4th or the 1967 riots , ” Pang added , referring to the date of the 1989 Tiananmen Square massacre , an event that spurred 1.5 million people , more than a quarter of the population at the time , to march in Hong Kong in the largest ever protest .",[],0,0
cnc,train_10_156,1928,0,cnc_train_10_156_1928_0,"The ANC in the North West has threatened to take action against unruly members who disrupted a provincial executive committee ( PEC ) meeting , the party said on Thursday .","['<ARG1>The ANC in the North West has threatened to take action</ARG1> <ARG0>against unruly members who disrupted a provincial executive committee ( PEC ) meeting</ARG0> , the party said on Thursday .']",1,cause
GPT3,train306,307,0,enable_GPT_0_0307,The Canadian government has announced a new policy to reduce the amount of carbon emissions from vehicles by introducing stricter emissions standards.,"[""The Canadian government has announced a new <ARG0>policy</ARG0> to <ARG1>reduce</ARG1> the amount of carbon emissions from vehicles by introducing stricter emissions standards.""]",1,enable
cnc,train_10_10,3104,0,cnc_train_10_10_3104_0,""" The protest is not just about saving Ms. Medha 's life but also about preserving people 's livelihood , "" R. Geeta , Unorganised Worker 's Federation said .",[],0,0
cnc,train_07_187,1329,0,cnc_train_07_187_1329_0,"Babudom strikes back , former official pays for leprosy home agitation Posted : Fri Feb 12 1999 IST NEW DELHI , February 11 : The Department of Social Welfare today suspended a former superintendent of the Tahirpur Custodial Home for Leprosy Patients for "" instigating ' ' the agitation of leprosy patients .","['Babudom strikes back , former official pays for leprosy home agitation Posted : Fri Feb 12 1999 IST NEW DELHI , February 11 : <ARG1>The Department of Social Welfare today suspended a former superintendent of the Tahirpur Custodial Home for Leprosy Patients</ARG1> <SIG0>for</SIG0> "" <ARG0>instigating \' \' the agitation of leprosy patients</ARG0> .']",1,cause
