,pred,gt,texts
518,"('cordoned', 'cause', 'opening')","('Other explosions', 'cause', 'cut railway lines between the sprawling township and Johannesburg')",Other explosions cut railway lines between the sprawling township and Johannesburg.
519,"('cut', 'cause', 'Johannesburg')","('lack of witnesses', 'cause', 'the acquittal of 11 CPI(M) activists arraigned in the case')","Mullanchira Mathai was beaten to death on January 16, 1983, but lack of witnesses led to the acquittal of 11 CPI(M) activists arraigned in the case."
520,"('Mullanchira Mathai', 'date of death', 'January 16, 1983')","('the incident', 'cause', 'the labourers went on a dharna and stopped work')","Following the incident, the labourers went on a dharna and stopped work."
521,"('incident', 'cause', 'stopped')","('the cab operators ’ strike from Wednesday midnight', 'cause', 'they were forced to look for alternative transport')","Used as they were to travelling in air-conditioned vehicles with pick-ups and drops at their doorsteps, they were forced to look for alternative transport due to the cab operators ’ strike from Wednesday midnight."
522,"('used', 'cause', 'forced')","('the police drive continues', 'cause', 'we will have to go on a strike on Monday')","If the police drive continues, we will have to go on a strike on Monday, "" Kshirsagar said."
523,"('drive', 'cause', 'strike')","('sale', 'cause', 'offer')","The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    "
524,"('sale', 'cause', 'expect')","('protests by the Youth Congress, the BJP and the DYFI', 'cause', 'The hike in toll on the Mannuthy-Edappally stretch was withdrawn')","The hike in toll on the Mannuthy-Edappally stretch was withdrawn following protests by the Youth Congress, the BJP and the DYFI."
525,"('protests', 'cause', 'withdrawn')","('demands', 'enable', 'rules')","But this list was accompanied by new demands which France's fisheries ministry has said were not arranged or discussed with Paris, effectively creating new zoning rules for the waters near Jersey."
526,"('demands', 'enable', 'rules')","('safety', 'enable', 'use')","The EMA is continuing to evaluate the safety of all four vaccines it has approved for use in the EU, which also includes the ones from BioNTech/Pfizer and Moderna."
527,"('safety', 'enable', 'use')","('sought', 'prevent', 'blocking')",The university had sought an injunction blocking Connaught's board from recommending or supporting an offer for the company by Merieux.
528,"('sought', 'prevent', 'recommending')","('demanding immediate reduction of diesel prices', 'cause', 'the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC )')","Truckers put govt on notice 08th January 2009 03:57 AM CHENNAI : With the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday, representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences."
529,"('strike', 'enable', 'demand')","('the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday', 'cause', 'representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences')","Truckers put govt on notice 08th January 2009 03:57 AM CHENNAI : With the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday, representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences."
530,"('strike', 'enable', 'demand')","('Targeting Hindi-speakers', 'cause', 'Stiff Protest Against Ulfa')",Stiff Protest Against Ulfa for Targeting Hindi-speakers
531,"('Protest', 'intend', 'Targeting')","('security of the NIT campus', 'cause', 'replacing Jammu and Kashmir Police by CRPF')","Earlier, in a letter to the HRD ministry through NIT administration, the students had demanded hoisting of national flag, action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus, which has been gripped by tension following clashes in the wake of India's loss to West Indies in the World T 20 Cup."
532,"('clashes', 'cause', 'hoisting')","('clashes', 'cause', 'the NIT campus, which has been gripped by tension')","Earlier, in a letter to the HRD ministry through NIT administration, the students had demanded hoisting of national flag, action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus, which has been gripped by tension following clashes in the wake of India's loss to West Indies in the World T 20 Cup."
533,"('clashes', 'cause', 'hoisting')","('demanding the proposal be scrapped', 'cause', 'Their signatures and a letter')",Their signatures and a letter demanding the proposal be scrapped were submitted to Chevalier's management through the Labour Department.
534,"('signatures', 'cause', 'submitted')","('in protest', 'cause', 'All the 417 guards in the suburban section refused to work extra hours')",All the 417 guards in the suburban section refused to work extra hours in protest.
535,"('refused', 'cause', 'protest')","('Denied Aid', 'cause', 'Dalit Boy tries to End Life')","Denied Aid, Dalit Boy tries to End Life"
536,"('Denied', 'intend', 'End')","('the fierce economic competition that now characterises life in China', 'cause', 'Other mass incidents, such as the widespread demonstrations by truck drivers in June, have been sparked')","Other mass incidents, such as the widespread demonstrations by truck drivers in June, have been sparked by the fierce economic competition that now characterises life in China."
537,"('competition', 'cause', 'incidents')","('the scale of the outbreak in the UP village was not large enough to warrant such a departure from the norm', 'cause', 'A sudden deviation from it carries ominous implications')","A sudden deviation from it carries ominous implications, not least because the scale of the outbreak in the UP village was not large enough to warrant such a departure from the norm."
