,pred,gt,texts
563,"('Jaco du Plooy', 'place of death', 'Sannieshof')",,
564,"('Communal clash in Mysore jail', 'point in time', 'February 02, 2008')",,
565,"('restoration of night movement of trains', 'instance of', 'agitations')",,
566,"('Koker Bazar', 'located in the administrative territorial entity', 'Lal Chowk')",,
567,"('Italy', 'diplomatic relation', 'Brazil')",,
568,"('Supreme Federal Court', 'country', 'Brazil')",,
569,"('Brazil', 'diplomatic relation', 'Italy')",,
570,"('Yousuf Staff Reporter', 'place of publication', 'HYDERABAD')",,
571,"('Pandari', 'member of political party', 'CPI')",,
572,"('public service strike', 'location', 'Khayelitsha')",,
573,"('Jordan', 'diplomatic relation', 'Iraq')",,
574,"('Iraq', 'diplomatic relation', 'Jordan')",,
575,"('recycling', 'part of', 'eco-design')",,
576,"('Brits', 'shares border with', 'Letlhabile')",,
577,"('Letlhabile', 'shares border with', 'Brits')",,
578,"('the protest', 'participant', 'police')",,
579,"('Dera chief', 'ethnic group', 'Sikhs')",,
580,"('Dera chief', 'ethnic group', 'Sikhs')",,
581,"('Kelamagalam', 'located in the administrative territorial entity', 'Udhanapalli')",,
582,"('Kelamagalam', 'located in the administrative territorial entity', 'Udhanapalli')",,
583,"('2014 general election', 'point in time', '2014')",,
584,"('Hubli', 'located in the administrative territorial entity', 'Dharwad')",,
585,"('Hubli', 'located in the administrative territorial entity', 'Dharwad')",,
586,"('Al-Qaeda', 'participant in', 'September 11, 2001 attacks')",,
587,"('September 11, 2001 attacks', 'participant', 'Al-Qaeda')",,
588,"('Iraq', 'shares border with', 'Kuwait')",,
589,"('Kuwait', 'shares border with', 'Iraq')",,
590,"('Eveready', 'manufacturer', 'Ralston')",,
591,"('Tung Chee-hwa', 'position held', 'Chief Executive')",,
592,"('Aqaba', 'located in or next to body of water', 'Red Sea')",,
593,"('BLOCKBUSTER ENTERTAINMENT CORP.', 'product or material produced', 'option note')",,
594,"('Andhra Pradesh', 'contains administrative territorial entity', 'Karimnagar district')",,
595,"('Karimnagar district', 'located in the administrative territorial entity', 'Andhra Pradesh')",,
596,"('Occupy Central', 'has part', 'protests at Legco')",,
597,"('protests at Legco', 'part of', 'Occupy Central')",,
598,"('emergency programme', 'country', 'Japan')",,
599,"('Chief Executive', 'officeholder', 'Tung Chee-hwa')",,
600,"('Tung Chee-hwa', 'position held', 'Chief Executive')",,
601,"('V Kishore Chandra Deo', 'member of political party', 'Congress')",,
602,"('V Kishore Chandra Deo', 'member of political party', 'Congress')",,
603,"('May 23', 'point in time', 'May 23')",,
604,"('May 23', 'followed by', 'May 25')",,
605,"('May 25', 'follows', 'May 23')",,
606,"('May 25', 'point in time', 'May 25')",,
607,"('ABVP', 'parent organization', 'Akhil Bharatiya Vidyarthi Parishad')",,
608,"('Akhil Bharatiya Vidyarthi Parishad', 'subsidiary', 'ABVP')",,
609,"('Intel', 'product or material produced', 'chips')",,
610,"(""Yesterday's protest"", 'instance of', 'protest')",,
611,"('Rajadhani ring road service', 'inception', '2012')",,
612,"('Oommen Chandy', 'position held', 'Chief Minister')",,
613,"('Oommen Chandy', 'position held', 'Chief Minister')",,
614,"('Oommen Chandy', 'position held', 'Chief Minister')",,
615,"('Hong Kong Convention and Exhibition Centre', 'located in the administrative territorial entity', 'financial hub')",,
616,"('Hong Kong Convention and Exhibition Centre', 'located in the administrative territorial entity', 'financial hub')",,
617,"('Hong Kong Convention and Exhibition Centre', 'located in the administrative territorial entity', 'financial hub')",,
618,"('students', 'educated at', 'Jawaharlal Nehru University')",,
619,"('program trading', 'subclass of', 'OTC')",,
620,"('Princess informal settlement', 'located in the administrative territorial entity', 'Roodepoort')",,
621,"('Shamshabad airport', 'place served by transport hub', 'Chandrayangutta')",,
622,"('Maids protest over suspension of levy', 'point in time', '28 July, 2008')",,
623,"('Maids protest over suspension of levy', 'point in time', '28 July, 2008')",,
624,"('Bagathkhan', 'member of political party', 'SFI')",,
625,"('Tokyo', 'shares border with', 'Northern Territories')",,
626,"('Northern Territories', 'shares border with', 'Tokyo')",,
627,"('Relay fast', 'start time', 'June 09, 2012')",,
628,"('Relay fast', 'start time', 'June 09, 2012')",,
629,"('Telangana Rashtra Samithi', 'different from', 'Telugu Desam')",,
630,"('Telugu Desam', 'different from', 'Telangana Rashtra Samithi')",,
631,"('Semra', 'located in the administrative territorial entity', 'Gumla district')",,
632,"('MNS workers disrupted a railway recruitment examination', 'participant', 'MNS')",,
633,"('Courtaulds PLC', 'product or material produced', 'textiles')",,
634,"('earthquake', 'country', 'Haiti')",,
635,"('John F. Kennedy School of Government', 'part of', 'Harvard University')",,
636,"('John F. Kennedy School of Government', 'part of', 'Harvard University')",,
637,"('Harvard University', 'subsidiary', 'John F. Kennedy School of Government')",,
638,"('Harvard University', 'subsidiary', 'John F. Kennedy School of Government')",,
639,"('Veerabhadra Swamy', 'occupation', 'Jail Superintendent')",,
640,"('Eastern Cape', 'contains administrative territorial entity', '4165 voting stations')",,
641,"('4165 voting stations', 'located in the administrative territorial entity', 'Eastern Cape')",,
642,"('Jamui district', 'located in the administrative territorial entity', 'Naxal')",,
643,"('police', 'has part', 'rapid response team')",,
644,"('rapid response team', 'part of', 'police')",,
645,"('police', 'has part', 'rapid response team')",,
646,"('rapid response team', 'part of', 'police')",,
647,"('Satlok Ashram', 'located in the administrative territorial entity', 'Jhajjar')",,
648,"('Satlok Ashram', 'located in the administrative territorial entity', 'Jhajjar')",,
649,"('2008 general election', 'point in time', '2008')",,
650,"('2008 Summer Olympics', 'point in time', '2008')",,
651,"('2008 Summer Olympics', 'location', 'Beijing')",,
652,"('2008 Summer Olympics', 'country', 'China')",,
653,"('Beijing', 'country', 'China')",,
654,"('China', 'capital', 'Beijing')",,
655,"('protests', 'has part', 'placards')",,
656,"('placards', 'part of', 'protests')",,
657,"('Occupy Hong Kong', 'located in the administrative territorial entity', 'Hong Kong')",,
658,"('2009 general election', 'point in time', '2009')",,
659,"('2009 general election', 'point in time', '2009')",,
