corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,label
cnc,train_09_A_6,2082,0,cnc_train_09_A_6_2082_0,The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army .,"['<ARG1>The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note</ARG1> <SIG0>following</SIG0> <ARG0>a boycott by the Dargahs spiritual head</ARG0> in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army .', 'The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following <ARG1>a boycott by the Dargahs spiritual head</ARG1> <ARG0>in protest</ARG0> against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army .', 'The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head <ARG1>in protest</ARG1> <ARG0>against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army</ARG0> .']",3,0
AFPNEWS,train138,139,0,prevent_our_data_0_0139,"Aftershocks from the Mount Nyiragongo volcano in eastern DR Congo rattled the nearby city of Goma on Wednesday, four days after its eruption, badly damaging several buildings and prompting hundreds of residents  who are unable to flee.","[""Aftershocks from the Mount Nyiragongo <ARG0>volcano</ARG0> in eastern DR Congo <SIG0>rattle</SIG0>d the nearby city of Goma on Wednesday, four days after its eruption, badly damaging several buildings and prompting hundreds of residents  who are unable to <ARG1>flee</ARG1>.""]",1,0
cnc,train_08_127,2809,0,cnc_train_08_127_2809_0,"NAMAKKAL : Power loom workers ’ strike continues May 03 , 2015 00:00 IST With the third round of talks over wage hike failed to yield any results , power loom workers in Pallipalayam continued their indefinite strike for the sixth consecutive day here .","['NAMAKKAL : Power loom workers ’ strike continues May 03 , 2015 00:00 IST <SIG0>With</SIG0> <ARG0>the third round of talks over wage hike failed to yield any results</ARG0> , <ARG1>power loom workers in Pallipalayam continued their indefinite strike for the sixth consecutive day here</ARG1> .']",1,0
cnc,train_08_286,418,0,cnc_train_08_286_418_0,""" Based on specific inputs , security forces cordoned off a house and that resulted in an encounter with the militant first opening fire on the security team , "" Kokrajhar police chief P.K. Dutta said .","['"" Based on specific inputs , <ARG0>security forces cordoned off a house</ARG0> and that <SIG0>resulted in</SIG0> <ARG1>an encounter with the militant first opening fire on the security team</ARG1> , "" Kokrajhar police chief P.K. Dutta said .']",1,0
cnc,train_07_259,2194,0,cnc_train_07_259_2194_0,Other explosions cut railway lines between the sprawling township and Johannesburg .,['<ARG0>Other explosions</ARG0> <ARG1>cut railway lines between the sprawling township and Johannesburg</ARG1> .'],1,0
cnc,train_09_B_160,3204,0,cnc_train_09_B_160_3204_0,"Mullanchira Mathai was beaten to death on January 16 , 1983 , but lack of witnesses led to the acquittal of 11 CPI(M) activists arraigned in the case .","['Mullanchira Mathai was beaten to death on January 16 , 1983 , but <ARG0>lack of witnesses</ARG0> <SIG0>led to</SIG0> <ARG1>the acquittal of 11 CPI(M) activists arraigned in the case</ARG1> .']",1,0
cnc,train_01_262,1417,0,cnc_train_01_262_1417_0,"Following the incident , the labourers went on a dharna and stopped work .","['<SIG0>Following</SIG0> <ARG0>the incident</ARG0> , <ARG1>the labourers went on a dharna and stopped work</ARG1> .']",1,0
cnc,train_05_119,860,0,cnc_train_05_119_860_0,"Used as they were to travelling in air-conditioned vehicles with pick-ups and drops at their doorsteps , they were forced to look for alternative transport due to the cab operators ’ strike from Wednesday midnight .","['Used as they were to travelling in air-conditioned vehicles with pick-ups and drops at their doorsteps , <ARG1>they were forced to look for alternative transport</ARG1> <SIG0>due to</SIG0> <ARG0>the cab operators ’ strike from Wednesday midnight</ARG0> .']",1,0
cnc,train_05_237,2952,0,cnc_train_05_237_2952_0,"If the police drive continues , we will have to go on a strike on Monday , "" Kshirsagar said .","['<SIG0>If</SIG0> <ARG0>the police drive continues</ARG0> , <ARG1>we will have to go on a strike on Monday</ARG1> , "" Kshirsagar said .']",1,0
NEWS,train124,125,0,cause_our_data_0_0125,"The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    ",[],0,0
cnc,train_05_291,609,0,cnc_train_05_291_609_0,"PUBLISHED : Thursday , 08 May , 2014 , 5:36pm Robust June 4 turnout spurs organisers to call for more at 30th anniversary","['PUBLISHED : Thursday , 08 May , 2014 , 5:36pm <ARG0>Robust June 4 turnout</ARG0> <ARG1><SIG0>spurs</SIG0> organisers to call for more at 30th anniversary</ARG1>']",1,0
cnc,train_08_258,1923,0,cnc_train_08_258_1923_0,"The hike in toll on the Mannuthy-Edappally stretch was withdrawn following protests by the Youth Congress , the BJP and the DYFI .","['<ARG1>The hike in toll on the Mannuthy-Edappally stretch was withdrawn</ARG1> <SIG0>following</SIG0> <ARG0>protests by the Youth Congress , the BJP and the DYFI</ARG0> .']",1,0
AFPNEWS,train16,17,0,enable_our_data_0_017,"But this list was accompanied by new demands which France's fisheries ministry has said were not arranged or discussed with Paris, effectively creating new zoning rules for the waters near Jersey.","[""But this list was accompanied by new <ARG0>demands</ARG0> which Frances fisheries ministry has said were not <SIG0>arrange</SIG0>d or discussed with Paris, effectively creating new zoning <ARG1>rules</ARG1> for the waters near Jersey.""]",1,0
cnc,train_05_0,1210,0,cnc_train_05_0_1210_0,"” Meanwhile , more than 5,000 oil tanker lorries plying inside Chennai city have planned to support the strike and will stay off the roads from Thursday .","['” Meanwhile , <ARG0>more than 5,000 oil tanker lorries plying inside Chennai city have planned <SIG0>to support</SIG0> the strike</ARG0> and <ARG1>will stay off the roads from Thursday</ARG1> .']",1,0
AFPNEWS,train34,35,0,enable_our_data_0_035,"The EMA is continuing to evaluate the safety of all four vaccines it has approved for use in the EU, which also includes the ones from BioNTech/Pfizer and Moderna.","[""The EMA is continuing to evaluate the <ARG0>safety</ARG0> of all four vaccines it has <SIG0>approve</SIG0>d for <ARG1>use</ARG1> in the EU, which also includes the ones from BioNTech/Pfizer and Moderna.""]",1,0
NEWS,train4,5,0,prevent_our_data_0_05,The university had sought an injunction blocking Connaught's board from recommending or supporting an offer for the company by Merieux.,"[""The university had <ARG0>sought</ARG0> an injunction <ARG1>blocking</ARG1> Connaughts board from recommending or supporting an offer for the company by Merieux.""]",1,0
cnc,train_04_322,2248,0,cnc_train_04_322_2248_0,"Truckers put govt on notice 08th January 2009 03:57 AM CHENNAI : With the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday , representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences .","['Truckers put govt on notice 08th January 2009 03:57 AM CHENNAI : With <ARG1>the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC )</ARG1> <ARG0><SIG0>demanding</SIG0> immediate reduction of diesel prices</ARG0> entering the third day on Wednesday , representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences .', 'Truckers put govt on notice 08th January 2009 03:57 AM CHENNAI : <SIG0>With</SIG0> <ARG0>the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday</ARG0> , <ARG1>representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences</ARG1> .']",2,0
cnc,train_02_311,2829,0,cnc_train_02_311_2829_0,Stiff Protest Against Ulfa for Targeting Hindi-speakers,['<ARG1>Stiff Protest Against Ulfa</ARG1> <SIG0>for</SIG0> <ARG0>Targeting Hindi-speakers</ARG0>'],1,0
cnc,train_03_240,1030,0,cnc_train_03_240_1030_0,"Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus , which has been gripped by tension following clashes in the wake of India 's loss to West Indies in the World T 20 Cup .","[""Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and <ARG1>replacing Jammu and Kashmir Police by CRPF</ARG1> <SIG0>for</SIG0> <ARG0>security of the NIT campus</ARG0> , which has been gripped by tension following clashes in the wake of India 's loss to West Indies in the World T 20 Cup ."", ""Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of <ARG1>the NIT campus , which has been gripped by tension</ARG1> <SIG0>following</SIG0> <ARG0>clashes</ARG0> in the wake of India 's loss to West Indies in the World T 20 Cup ."", ""Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus , which has been gripped by tension following <ARG1>clashes</ARG1> <SIG0>in the wake of</SIG0> <ARG0>India 's loss to West Indies in the World T 20 Cup</ARG0> .""]",3,0
cnc,train_09_A_43,1508,0,cnc_train_09_A_43_1508_0,Their signatures and a letter demanding the proposal be scrapped were submitted to Chevalier 's management through the Labour Department .,[],0,0
cnc,train_01_182,2469,0,cnc_train_01_182_2469_0,All the 417 guards in the suburban section refused to work extra hours in protest .,['<ARG1>All the 417 guards in the suburban section refused to work extra hours</ARG1> <ARG0>in protest</ARG0> .'],1,0
cnc,train_04_115,1124,0,cnc_train_04_115_1124_0,"Denied Aid , Dalit Boy tries to End Life","['<ARG0>Denied Aid</ARG0> , <ARG1>Dalit Boy tries to End Life</ARG1>']",1,0
cnc,train_07_200,1584,0,cnc_train_07_200_1584_0,"Other mass incidents , such as the widespread demonstrations by truck drivers in June , have been sparked by the fierce economic competition that now characterises life in China .","['<ARG1>Other mass incidents , such as the widespread demonstrations by truck drivers in June , have been sparked</ARG1> <SIG0>by</SIG0> <ARG0>the fierce economic competition that now characterises life in China</ARG0> .']",1,0
