event1,relation,event2,sentence,index,corpus,causal_text_w_pairs,num_rs,doc_id,sent_id,text,eg_id
PersonX moves to new york,cause,they rent an apartment,PersonX moves to new york cause they rent an apartment,cause_atomic_0_0,cnc,"[""<ARG0>PersonX moves to new york</ARG0> cause <ARG1>they rent an apartment</ARG1>""]",0,id,0,PersonX moves to new york cause they rent an apartment,0
PersonX sticks PersonY's tongue,cause,tongue is stuck by person x,PersonX sticks PersonY's tongue cause tongue is stuck by person x,cause_atomic_0_0,cnc,"[""PersonX sticks PersonY s tongue cause <ARG1>tongue is stuck by person x</ARG1>""]",0,id,0,PersonX sticks PersonY's tongue cause tongue is stuck by person x,0
PersonX plays PersonX's music,cause,nods head,PersonX plays PersonX's music cause nods head,cause_atomic_0_0,cnc,"[""PersonX plays PersonX s music cause <ARG1>nods head</ARG1>""]",0,id,0,PersonX plays PersonX's music cause nods head,0
PersonX holds PersonY's meetings,cause,meets people,PersonX holds PersonY's meetings cause meets people,cause_atomic_0_0,cnc,"[""PersonX holds PersonY s meetings cause <ARG1>meets people</ARG1>""]",0,id,0,PersonX holds PersonY's meetings cause meets people,0
PersonX laughs and told,cause,to laugh and told,PersonX laughs and told cause to laugh and told,cause_atomic_0_0,cnc,"[""<ARG0>PersonX laughs and told</ARG0> cause <ARG1>to laugh and told</ARG1>""]",0,id,0,PersonX laughs and told cause to laugh and told,0
PersonX gives PersonY's permission,cause,Loses command,PersonX gives PersonY's permission cause Loses command,cause_atomic_0_0,cnc,"[""PersonX gives PersonY s permission cause <ARG1>Loses command</ARG1>""]",0,id,0,PersonX gives PersonY's permission cause Loses command,0
PersonX starts to hurt,cause,cries out in pain,PersonX starts to hurt cause cries out in pain,cause_atomic_0_0,cnc,"[""<ARG0>PersonX starts to hurt</ARG0> cause <ARG1>cries out in pain</ARG1>""]",0,id,0,PersonX starts to hurt cause cries out in pain,0
PersonX bears upon PersonY,cause,TO GIVE IT,PersonX bears upon PersonY cause TO GIVE IT,cause_atomic_0_0,cnc,"[""<ARG0>PersonX bears upon PersonY</ARG0> cause <ARG1>TO GIVE IT</ARG1>""]",0,id,0,PersonX bears upon PersonY cause TO GIVE IT,0
PersonX trains PersonY,cause,gains instruction,PersonX trains PersonY cause gains instruction,cause_atomic_0_0,cnc,"[""<ARG0>PersonX trains PersonY</ARG0> cause <ARG1>gains instruction</ARG1>""]",0,id,0,PersonX trains PersonY cause gains instruction,0
PersonX pays PersonY's electric bill,cause,happy,PersonX pays PersonY's electric bill cause happy,cause_atomic_0_0,cnc,"[""PersonX pays PersonY s electric bill cause <ARG1>happy</ARG1>""]",0,id,0,PersonX pays PersonY's electric bill cause happy,0
PersonX sells PersonY's car,cause,pay money,PersonX sells PersonY's car cause pay money,cause_atomic_0_0,cnc,"[""PersonX sells PersonY s car cause <ARG1>pay money</ARG1>""]",0,id,0,PersonX sells PersonY's car cause pay money,0
PersonX tells PersonY about it,cause,gets criticized.,PersonX tells PersonY about it cause gets criticized.,cause_atomic_0_0,cnc,"[""<ARG0>PersonX tells PersonY about it</ARG0> cause <ARG1>gets criticized.</ARG1>""]",0,id,0,PersonX tells PersonY about it cause gets criticized.,0
PersonX completes PersonY's task,cause,gives money,PersonX completes PersonY's task cause gives money,cause_atomic_0_0,cnc,"[""PersonX completes PersonY s task cause <ARG1>gives money</ARG1>""]",0,id,0,PersonX completes PersonY's task cause gives money,0
PersonX gets a sunburn,cause,rubs red sore skin,PersonX gets a sunburn cause rubs red sore skin,cause_atomic_0_0,cnc,"[""<ARG0>PersonX gets a sunburn</ARG0> cause <ARG1>rubs red sore skin</ARG1>""]",0,id,0,PersonX gets a sunburn cause rubs red sore skin,0
PersonX sentences PersonY to death,cause,gets cussed out,PersonX sentences PersonY to death cause gets cussed out,cause_atomic_0_0,cnc,"[""<ARG0>PersonX sentences PersonY to death</ARG0> cause <ARG1>gets cussed out</ARG1>""]",0,id,0,PersonX sentences PersonY to death cause gets cussed out,0
PersonX keeps going,cause,is out of breath,PersonX keeps going cause is out of breath,cause_atomic_0_0,cnc,"[""<ARG0>PersonX keeps going</ARG0> cause <ARG1>is out of breath</ARG1>""]",0,id,0,PersonX keeps going cause is out of breath,0
PersonX takes PersonY in PersonZ arms,cause,PesronX is yelled at,PersonX takes PersonY in PersonZ arms cause PesronX is yelled at,cause_atomic_0_0,cnc,"[""<ARG0>PersonX takes PersonY in PersonZ arms</ARG0> cause <ARG1>PesronX is yelled at</ARG1>""]",0,id,0,PersonX takes PersonY in PersonZ arms cause PesronX is yelled at,0
PersonX rests upon PersonY,cause,gets nervous,PersonX rests upon PersonY cause gets nervous,cause_atomic_0_0,cnc,"[""<ARG0>PersonX rests upon PersonY</ARG0> cause <ARG1>gets nervous</ARG1>""]",0,id,0,PersonX rests upon PersonY cause gets nervous,0
PersonX holds PersonY fast,cause,under pressure,PersonX holds PersonY fast cause under pressure,cause_atomic_0_0,cnc,"[""<ARG0>PersonX holds PersonY fast</ARG0> cause <ARG1>under pressure</ARG1>""]",0,id,0,PersonX holds PersonY fast cause under pressure,0
PersonX tries PersonY experiment,cause,become experiment subject,PersonX tries PersonY experiment cause become experiment subject,cause_atomic_0_0,cnc,"[""<ARG0>PersonX tries PersonY experiment</ARG0> cause <ARG1>become experiment subject</ARG1>""]",0,id,0,PersonX tries PersonY experiment cause become experiment subject,0
PersonX does a terrible job,cause,gets demoted,PersonX does a terrible job cause gets demoted,cause_atomic_0_0,cnc,"[""<ARG0>PersonX does a terrible job</ARG0> cause <ARG1>gets demoted</ARG1>""]",0,id,0,PersonX does a terrible job cause gets demoted,0
PersonX takes PersonY to the doctor,cause,they get to see the doctor,PersonX takes PersonY to the doctor cause they get to see the doctor,cause_atomic_0_0,cnc,"[""<ARG0>PersonX takes PersonY to the doctor</ARG0> cause <ARG1>they get to see the doctor</ARG1>""]",0,id,0,PersonX takes PersonY to the doctor cause they get to see the doctor,0
PersonX uses PersonY's powers,cause,loses some power due to throttling,PersonX uses PersonY's powers cause loses some power due to throttling,cause_atomic_0_0,cnc,"[""PersonX uses PersonY s powers cause <ARG1>loses some power due to throttling</ARG1>""]",0,id,0,PersonX uses PersonY's powers cause loses some power due to throttling,0
PersonX decides to go to college,cause,they look into careers,PersonX decides to go to college cause they look into careers,cause_atomic_0_0,cnc,"[""<ARG0>PersonX decides to go to college</ARG0> cause <ARG1>they look into careers</ARG1>""]",0,id,0,PersonX decides to go to college cause they look into careers,0
PersonX wraps PersonY's fingers,cause,eating,PersonX wraps PersonY's fingers cause eating,cause_atomic_0_0,cnc,"[""PersonX wraps PersonY s fingers cause <ARG1>eating</ARG1>""]",0,id,0,PersonX wraps PersonY's fingers cause eating,0
PersonX starts fifth grade,cause,meets new teacher,PersonX starts fifth grade cause meets new teacher,cause_atomic_0_0,cnc,"[""<ARG0>PersonX starts fifth grade</ARG0> cause <ARG1>meets new teacher</ARG1>""]",0,id,0,PersonX starts fifth grade cause meets new teacher,0
PersonX finds ___ in PersonY's room,cause,sprays them,PersonX finds ___ in PersonY's room cause sprays them,cause_atomic_0_0,cnc,"[""PersonX finds ___ in PersonY s room cause <ARG1>sprays them</ARG1>""]",0,id,0,PersonX finds  in PersonY's room cause sprays them,0
PersonX works even harder,cause,makes more mistakes,PersonX works even harder cause makes more mistakes,cause_atomic_0_0,cnc,"[""<ARG0>PersonX works even harder</ARG0> cause <ARG1>makes more mistakes</ARG1>""]",0,id,0,PersonX works even harder cause makes more mistakes,0
PersonX takes a stab at ___,cause,walks away,PersonX takes a stab at ___ cause walks away,cause_atomic_0_0,cnc,"[""<ARG0>PersonX takes a stab at ___</ARG0> cause <ARG1>walks away</ARG1>""]",0,id,0,PersonX takes a stab at  cause walks away,0
PersonX watches ___ all night,cause,can't get to sleep,PersonX watches ___ all night cause can't get to sleep,cause_atomic_0_0,cnc,"[""<ARG0>PersonX watches ___ all night</ARG0> cause can t get to sleep""]",0,id,0,PersonX watches  all night cause can't get to sleep,0
PersonX is hiking in the woods one day,cause,rests,PersonX is hiking in the woods one day cause rests,cause_atomic_0_0,cnc,"[""<ARG0>PersonX is hiking in the woods one day</ARG0> cause <ARG1>rests</ARG1>""]",0,id,0,PersonX is hiking in the woods one day cause rests,0
PersonX binds PersonY's ___ together,cause,moves arms to bind something.,PersonX binds PersonY's ___ together cause moves arms to bind something.,cause_atomic_0_0,cnc,"[""PersonX binds PersonY s ___ together cause <ARG1>moves arms to bind something.</ARG1>""]",0,id,0,PersonX binds PersonY's  together cause moves arms to bind something.,0
PersonX has a sweet tooth,cause,gets a cavity,PersonX has a sweet tooth cause gets a cavity,cause_atomic_0_0,cnc,"[""<ARG0>PersonX has a sweet tooth</ARG0> cause <ARG1>gets a cavity</ARG1>""]",0,id,0,PersonX has a sweet tooth cause gets a cavity,0
PersonX considers this ___ in detail,cause,chose the right thing,PersonX considers this ___ in detail cause chose the right thing,cause_atomic_0_0,cnc,"[""<ARG0>PersonX considers this ___ in detail</ARG0> cause <ARG1>chose the right thing</ARG1>""]",0,id,0,PersonX considers this  in detail cause chose the right thing,0
PersonX cleans PersonY's home,cause,PersonY pays PersonX,PersonX cleans PersonY's home cause PersonY pays PersonX,cause_atomic_0_0,cnc,"[""PersonX cleans PersonY s home cause <ARG1>PersonY pays PersonX</ARG1>""]",0,id,0,PersonX cleans PersonY's home cause PersonY pays PersonX,0
PersonX offers ___ the job,cause,Ralph does the job,PersonX offers ___ the job cause Ralph does the job,cause_atomic_0_0,cnc,"[""<ARG0>PersonX offers ___ the job</ARG0> cause <ARG1>Ralph does the job</ARG1>""]",0,id,0,PersonX offers  the job cause Ralph does the job,0
PersonX kicks PersonY's legs,cause,takes a sigh of relief,PersonX kicks PersonY's legs cause takes a sigh of relief,cause_atomic_0_0,cnc,"[""PersonX kicks PersonY s legs cause <ARG1>takes a sigh of relief</ARG1>""]",0,id,0,PersonX kicks PersonY's legs cause takes a sigh of relief,0
PersonX writes home about ___,cause,college,PersonX writes home about ___ cause college,cause_atomic_0_0,cnc,"[""<ARG0>PersonX writes home about ___</ARG0> cause <ARG1>college</ARG1>""]",0,id,0,PersonX writes home about  cause college,0
PersonX invites PersonY to dinner,cause,Makes too much food,PersonX invites PersonY to dinner cause Makes too much food,cause_atomic_0_0,cnc,"[""<ARG0>PersonX invites PersonY to dinner</ARG0> cause <ARG1>Makes too much food</ARG1>""]",0,id,0,PersonX invites PersonY to dinner cause Makes too much food,0
PersonX eats with friends,cause,thanks friends for companionship,PersonX eats with friends cause thanks friends for companionship,cause_atomic_0_0,cnc,"[""<ARG0>PersonX eats with friends</ARG0> cause <ARG1>thanks friends for companionship</ARG1>""]",0,id,0,PersonX eats with friends cause thanks friends for companionship,0
PersonX takes the trash out,cause,no effect,PersonX takes the trash out cause no effect,cause_atomic_0_0,cnc,"[""<ARG0>PersonX takes the trash out</ARG0> cause <ARG1>no effect</ARG1>""]",0,id,0,PersonX takes the trash out cause no effect,0
PersonX spends ___ visiting,cause,gets fired from job,PersonX spends ___ visiting cause gets fired from job,cause_atomic_0_0,cnc,"[""<ARG0>PersonX spends ___ visiting</ARG0> cause <ARG1>gets fired from job</ARG1>""]",0,id,0,PersonX spends  visiting cause gets fired from job,0
PersonX wraps my arms around PersonY's neck,cause,becomes tired,PersonX wraps my arms around PersonY's neck cause becomes tired,cause_atomic_0_0,cnc,"[""PersonX wraps my arms around PersonY s neck cause <ARG1>becomes tired</ARG1>""]",0,id,0,PersonX wraps my arms around PersonY's neck cause becomes tired,0
PersonX enjoys ___ so much,cause,PersonX wants to sleep.,PersonX enjoys ___ so much cause PersonX wants to sleep.,cause_atomic_0_0,cnc,"[""<ARG0>PersonX enjoys ___ so much</ARG0> cause <ARG1>PersonX wants to sleep.</ARG1>""]",0,id,0,PersonX enjoys  so much cause PersonX wants to sleep.,0
PersonX guides PersonY even more forcefully onto,cause,flinches,PersonX guides PersonY even more forcefully onto cause flinches,cause_atomic_0_0,cnc,"[""<ARG0>PersonX guides PersonY even more forcefully onto</ARG0> cause <ARG1>flinches</ARG1>""]",0,id,0,PersonX guides PersonY even more forcefully onto cause flinches,0
PersonX wears ___ often,cause,reconsiders,PersonX wears ___ often cause reconsiders,cause_atomic_0_0,cnc,"[""<ARG0>PersonX wears ___ often</ARG0> cause <ARG1>reconsiders</ARG1>""]",0,id,0,PersonX wears  often cause reconsiders,0
PersonX works late,cause,They drive home after a long day.,PersonX works late cause They drive home after a long day.,cause_atomic_0_0,cnc,"[""<ARG0>PersonX works late</ARG0> cause <ARG1>They drive home after a long day.</ARG1>""]",0,id,0,PersonX works late cause They drive home after a long day.,0
PersonX believes would lead,cause,gets appreciation,PersonX believes would lead cause gets appreciation,cause_atomic_0_0,cnc,"[""<ARG0>PersonX believes would lead</ARG0> cause <ARG1>gets appreciation</ARG1>""]",0,id,0,PersonX believes would lead cause gets appreciation,0
PersonX buys a new keyboard,cause,pays money,PersonX buys a new keyboard cause pays money,cause_atomic_0_0,cnc,"[""<ARG0>PersonX buys a new keyboard</ARG0> cause <ARG1>pays money</ARG1>""]",0,id,0,PersonX buys a new keyboard cause pays money,0
PersonX cleans the floor,cause,gets his/her clothes wet,PersonX cleans the floor cause gets his/her clothes wet,cause_atomic_0_0,cnc,"[""<ARG0>PersonX cleans the floor</ARG0> cause <ARG1>gets his/her clothes wet</ARG1>""]",0,id,0,PersonX cleans the floor cause gets his/her clothes wet,0
PersonX accepts the dare,cause,performs dare,PersonX accepts the dare cause performs dare,cause_atomic_0_0,cnc,"[""<ARG0>PersonX accepts the dare</ARG0> cause <ARG1>performs dare</ARG1>""]",0,id,0,PersonX accepts the dare cause performs dare,0
PersonX tells PersonY was coming,cause,waits for person Y,PersonX tells PersonY was coming cause waits for person Y,cause_atomic_0_0,cnc,"[""<ARG0>PersonX tells PersonY was coming</ARG0> cause <ARG1>waits for person Y</ARG1>""]",0,id,0,PersonX tells PersonY was coming cause waits for person Y,0
PersonX fails at life,cause,Person X felt very bad.,PersonX fails at life cause Person X felt very bad.,cause_atomic_0_0,cnc,"[""<ARG0>PersonX fails at life</ARG0> cause <ARG1>Person X felt very bad.</ARG1>""]",0,id,0,PersonX fails at life cause Person X felt very bad.,0
PersonX leads ___ to christ,cause,go to church,PersonX leads ___ to christ cause go to church,cause_atomic_0_0,cnc,"[""<ARG0>PersonX leads ___ to christ</ARG0> cause <ARG1>go to church</ARG1>""]",0,id,0,PersonX leads  to christ cause go to church,0
PersonX spills wine,cause,to spil wine,PersonX spills wine cause to spil wine,cause_atomic_0_0,cnc,"[""<ARG0>PersonX spills wine</ARG0> cause <ARG1>to spil wine</ARG1>""]",0,id,0,PersonX spills wine cause to spil wine,0
PersonX bakes a chocolate cake,cause,smiles because the cake came out perfect.,PersonX bakes a chocolate cake cause smiles because the cake came out perfect.,cause_atomic_0_0,cnc,"[""<ARG0>PersonX bakes a chocolate cake</ARG0> cause <ARG1>smiles because the cake came out perfect.</ARG1>""]",0,id,0,PersonX bakes a chocolate cake cause smiles because the cake came out perfect.,0
PersonX buys a gym membership,cause,can improve the gym,PersonX buys a gym membership cause can improve the gym,cause_atomic_0_0,cnc,"[""<ARG0>PersonX buys a gym membership</ARG0> cause <ARG1>can improve the gym</ARG1>""]",0,id,0,PersonX buys a gym membership cause can improve the gym,0
PersonX discourages PersonY,cause,Person Y feels less confident after what person x did to them,PersonX discourages PersonY cause Person Y feels less confident after what person x did to them,cause_atomic_0_0,cnc,"[""<ARG0>PersonX discourages PersonY</ARG0> cause <ARG1>Person Y feels less confident after what person x did to them</ARG1>""]",0,id,0,PersonX discourages PersonY cause Person Y feels less confident after what person x did to them,0
PersonX returns home from work,cause,looks tired,PersonX returns home from work cause looks tired,cause_atomic_0_0,cnc,"[""<ARG0>PersonX returns home from work</ARG0> cause <ARG1>looks tired</ARG1>""]",0,id,0,PersonX returns home from work cause looks tired,0
PersonX groups ___ according,cause,things go well,PersonX groups ___ according cause things go well,cause_atomic_0_0,cnc,"[""<ARG0>PersonX groups ___ according</ARG0> cause <ARG1>things go well</ARG1>""]",0,id,0,PersonX groups  according cause things go well,0
