,corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Average_Similarity
1726,cnc,1.0,1.0,0.0,cause_1_1_0,"""The claims that Maria made were so serious that she was asked by the Department of Homeland Security to come to the U.S. to tell her story.","[""The claims that Maria <ARG0>made</ARG0> were so serious that she was <ARG1>asked</ARG1> by the Department of Homeland Security to come to the U.S. to tell her story.""]",0.0,Natural Disaster,Government Request/Invitation,cause,cause,Natural Disaster cause Government Request/Invitation,0.7043338
1727,cnc,1.0,1.0,0.0,enable_1_1_0,The World Bank has approved a new loan program to help finance projects that will improve the quality of life in rural areas.,"[""The World Bank has approved a new <ARG0>loan</ARG0> program to help <ARG1>finance</ARG1> projects that will improve the quality of life in rural areas.""]",0.0,Economic Development Initiative,Financial Aid and Assistance,enable,enable,Economic Development Initiative enable Financial Aid and Assistance,
1728,cnc,1.0,1.0,0.0,intend_1_1_0,"The government passed a law to increase funding for public transportation, in an effort to reduce traffic congestion.","[""The government <ARG0>passed</ARG0> a law to increase funding for public transportation, in an effort to <ARG1>reduce</ARG1> traffic congestion.""]",0.0,Government Policy Change,Transportation Infrastructure Improvement,intend,intend,Government Policy Change intend Transportation Infrastructure Improvement,0.78350675
1729,cnc,1.0,1.0,0.0,intend_1_1_0,"The United Nations passed a resolution calling for an end to the use of cluster bombs, in an effort to protect civilians from the dangers of unexploded ordnance.","[""The United Nations passed a <ARG0>resolution</ARG0> calling for an end to the use of cluster bombs, in an effort to <ARG1>protect</ARG1> civilians from the dangers of unexploded ordnance.""]",0.0,International Agreement,Humanitarian Effort,intend,intend,International Agreement intend Humanitarian Effort,0.78350675
1730,cnc,1.0,1.0,0.0,enable_1_1_0,It has been providing abundant opportunities to enhance competitive edge within the convergence industry centered around biotechnology.,"[""It has been providing abundant <ARG0>opportunities</ARG0> to enhance competitive <ARG1>edge</ARG1> within the convergence industry centered around biotechnology.""]",0.0,Natural Disaster,Industry Growth and Expansion,enable,enable,Natural Disaster enable Industry Growth and Expansion,
1731,cnc,1.0,1.0,0.0,intend_1_1_0,"The government is introducing a new law to protect the rights of LGBTQ+ individuals, in an effort to ensure equal access to services and protection from discrimination.","[""The government is introducing a new law to <ARG0>protect</ARG0> the rights of LGBTQ+ individuals, in an effort to <ARG1>ensure</ARG1> equal access to services and <ARG0>protect</ARG0>ion from discrimination.""]",0.0,Legal Change,Social Progress,intend,intend,Legal Change intend Social Progress,0.78350675
1732,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States and its allies have imposed a naval blockade of North Korea in an effort to prevent the country from importing weapons and supplies.,"[""The United States and its allies have imposed a naval <ARG0>blockade</ARG0> of North Korea in an effort to prevent the country from importing <ARG1>weapons</ARG1> and supplies.""]",0.0,Economic Sanction,Military Action,prevent,prevent,Economic Sanction prevent Military Action,
1733,cnc,1.0,1.0,0.0,enable_1_1_0,The G20 has agreed to a new framework to promote global economic growth and financial stability.,"[""The G20 has <ARG0>agreed</ARG0> to a new framework to <ARG1>promote</ARG1> global economic growth and financial stability.""]",0.0,Natural Disaster,Economic Policy Change,enable,enable,Natural Disaster enable Economic Policy Change,
1734,cnc,1.0,1.0,0.0,intend_1_1_0,"The government of France has passed a law to increase the number of renewable energy sources, in an effort to reduce carbon emissions.","[""The government of France has passed a law to <ARG0>increase</ARG0> the number of renewable energy sources, in an effort to <ARG1>reduce</ARG1> carbon emissions.""]",0.0,Natural Disaster,Environmental Policy Change,intend,intend,Natural Disaster intend Environmental Policy Change,0.78350675
1735,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the illegal sale of drugs.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the illegal <ARG1>sale</ARG1> of drugs.""]",0.0,Natural Disaster,Law Enforcement Initiative,prevent,prevent,Natural Disaster prevent Law Enforcement Initiative,
1736,cnc,1.0,1.0,0.0,prevent_1_1_0,Authoritarian China regards democratic and self-ruled Taiwan as its own territory and works to keep the island from becoming diplomatically isolated.,"[""Authoritarian China regards democratic and self-ruled Taiwan as its own territory and <ARG0>works</ARG0> to keep the island from <ARG1>becoming</ARG1> diplomatically isolated.""]",0.0,Natural Disaster,Geopolitical Tension,prevent,prevent,Natural Disaster prevent Geopolitical Tension,
1737,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has passed a law to increase access to financial services, in an effort to reduce economic inequality.","[""The government has <ARG0>passed</ARG0> a law to increase access to financial services, in an effort to <ARG1>reduce</ARG1> economic inequality.""]",0.0,Government Policy Change,Economic Development,intend,intend,Government Policy Change intend Economic Development,0.78350675
1738,cnc,1.0,1.0,0.0,enable_1_1_0,"The United Nations has also taken a leading role in promoting sustainable development, and has sought to reduce poverty and inequality through economic and social initiatives.","[""The United Nations has also taken a leading role in promoting <ARG0>sustainable</ARG0> development, and has sought to <ARG1>reduce</ARG1> poverty and inequality through economic and social initiatives.""]",0.0,Sustainable Development Initiative,Poverty Reduction Initiative,enable,enable,Sustainable Development Initiative enable Poverty Reduction Initiative,
1739,cnc,1.0,1.0,0.0,enable_1_1_0,The United States has implemented a new program to provide free job training for unemployed individuals.,"[""The United States has implemented a new <ARG0>program</ARG0> to provide free job <ARG1>training</ARG1> for unemployed individuals.""]",0.0,Natural Disaster,Social Welfare Policy Change,enable,enable,Natural Disaster enable Social Welfare Policy Change,
1740,cnc,1.0,1.0,0.0,enable_1_1_0,"   -- A new adjustable voltage mode enabling a range from 15V to one of three maximum voltages (28V, 36V, or 48V) depending on the available power allowing the device being powered to request specific voltages to a 100 mV resolution.","[""-- A new adjustable voltage <ARG0>mode</ARG0> enabling a range from 15V to one of <ARG1>three</ARG1> maximum voltages (28V, 36V, or 48V) depending on the available power allowing the device being powered to request specific voltages to a 100 mV resolution.""]",0.0,Product Launch,Technological Advancement,enable,enable,Product Launch enable Technological Advancement,
1741,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the misuse of public funds.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>misuse</ARG1> of public funds.""]",0.0,Natural Disaster,Government Regulation,prevent,prevent,Natural Disaster prevent Government Regulation,
1742,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a travel ban on Iraq to prevent Saddam Hussein from traveling abroad and acquiring weapons of mass destruction.,"[""The United Nations has imposed a <ARG0>travel</ARG0> ban on Iraq to prevent Saddam Hussein from <ARG0>travel</ARG0>ing abroad and <ARG1>acquiring</ARG1> weapons of mass destruction.""]",0.0,Travel Ban,Acquisition of Weapons of Mass Destruction,prevent,prevent,Travel Ban prevent Acquisition of Weapons of Mass Destruction,
1743,cnc,1.0,1.0,0.0,intend_1_1_0,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons.""","[""On Friday, Iran s foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to <ARG0>use</ARG0> its program to <ARG1>build</ARG1> nuclear weapons.""]",0.0,Diplomatic Breakthrough,Nuclear Weapons Program Development,intend,intend,Diplomatic Breakthrough intend Nuclear Weapons Program Development,0.78350675
1744,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has passed a law to increase access to clean water, in an effort to improve public health.","[""The government has <ARG0>passed</ARG0> a law to increase access to clean water, in an effort to <ARG1>improve</ARG1> public health.""]",0.0,Government Policy Change,Public Health Improvement,intend,intend,Government Policy Change intend Public Health Improvement,0.78350675
1745,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on North Korea in an effort to prevent the country from <ARG1>developing</ARG1> nuclear weapons.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,
1746,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has introduced a new program to provide job training and education services to those who are underemployed, in an effort to reduce long-term underemployment.","[""The government has <ARG0>introduced</ARG0> a new program to provide job training and education services to those who are underemployed, in an effort to <ARG1>reduce</ARG1> long-term underemployment.""]",0.0,Government Initiative,Job Training and Education,intend,intend,Government Initiative intend Job Training and Education,0.78350675
1747,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has passed a law to increase access to financial services, in an effort to reduce poverty.","[""The government has <ARG0>passed</ARG0> a law to increase access to financial services, in an effort to <ARG1>reduce</ARG1> poverty.""]",0.0,Government Policy Change,Poverty Reduction Initiative,intend,intend,Government Policy Change intend Poverty Reduction Initiative,0.78350675
1748,cnc,1.0,1.0,0.0,cause_1_1_0,"""If I  were choosing the people of tomorrow, I would  have chosen the people who are now on the board,"" he said.    ","[""If I  were choosing the people of tomorrow, I would  have <ARG1>chosen</ARG1> the people who are now <ARG0>on</ARG0> the board,  he said.""]",0.0,Natural Disaster,Statement of Intent,cause,cause,Natural Disaster cause Statement of Intent,0.7043338
1749,cnc,1.0,1.0,0.0,intend_1_1_0,"The government passed a law to increase funding for education, in an effort to improve educational outcomes.","[""The government <ARG0>passed</ARG0> a law to <ARG1>increase</ARG1> funding for education, in an effort to improve educational outcomes.""]",0.0,Legislation Passed,Increase in Funding,intend,intend,Legislation Passed intend Increase in Funding,0.78350675
1750,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Sudan in an effort to prevent the country from destabilizing the region.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Sudan in an effort to prevent the country from <ARG1>destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Geopolitical Instability,prevent,prevent,Economic Sanction prevent Geopolitical Instability,
